year,scenario,region,elev_low,elev_high,value
2014,historical,CHU_TALAS,1000.0,2000.0,18.280767123287674
1981,historical,CHU_TALAS,2000.0,3000.0,68.57733333333331
1982,historical,CHU_TALAS,2000.0,3000.0,130.82565479452052
1983,historical,CHU_TALAS,2000.0,3000.0,84.4195607305936
1984,historical,CHU_TALAS,2000.0,3000.0,144.17540801457199
1985,historical,CHU_TALAS,2000.0,3000.0,78.57254977168947
1986,historical,CHU_TALAS,2000.0,3000.0,95.84200639269407
1987,historical,CHU_TALAS,2000.0,3000.0,115.0325360730594
1988,historical,CHU_TALAS,2000.0,3000.0,125.22660200364298
1989,historical,CHU_TALAS,2000.0,3000.0,115.00181187214612
1990,historical,CHU_TALAS,2000.0,3000.0,54.53882283105023
1991,historical,CHU_TALAS,2000.0,3000.0,101.96723561643832
1992,historical,CHU_TALAS,2000.0,3000.0,97.91055737704922
1993,historical,CHU_TALAS,2000.0,3000.0,87.88534429223743
1994,historical,CHU_TALAS,2000.0,3000.0,97.42849315068493
1995,historical,CHU_TALAS,2000.0,3000.0,85.14825296803652
1996,historical,CHU_TALAS,2000.0,3000.0,95.53391347905283
1997,historical,CHU_TALAS,2000.0,3000.0,84.23893333333335
1998,historical,CHU_TALAS,2000.0,3000.0,105.49715707762557
1999,historical,CHU_TALAS,2000.0,3000.0,80.27065388127856
2000,historical,CHU_TALAS,2000.0,3000.0,117.44399908925323
2001,historical,CHU_TALAS,2000.0,3000.0,147.38144292237442
2002,historical,CHU_TALAS,2000.0,3000.0,104.61560365296806
2003,historical,CHU_TALAS,2000.0,3000.0,97.85531506849317
2004,historical,CHU_TALAS,2000.0,3000.0,50.44847632058288
2005,historical,CHU_TALAS,2000.0,3000.0,41.01091780821918
2006,historical,CHU_TALAS,2000.0,3000.0,132.6987159817352
2007,historical,CHU_TALAS,2000.0,3000.0,131.1754694063926
2008,historical,CHU_TALAS,2000.0,3000.0,97.35079417122041
2009,historical,CHU_TALAS,2000.0,3000.0,89.34807671232873
2010,historical,CHU_TALAS,2000.0,3000.0,73.25700639269404
2011,historical,CHU_TALAS,2000.0,3000.0,92.05151050228312
2012,historical,CHU_TALAS,2000.0,3000.0,102.29698451730421
2013,historical,CHU_TALAS,2000.0,3000.0,77.69015068493154
2014,historical,CHU_TALAS,2000.0,3000.0,96.74705753424657
1981,historical,CHU_TALAS,3000.0,4000.0,142.5104219178082
1982,historical,CHU_TALAS,3000.0,4000.0,243.96758630136978
1983,historical,CHU_TALAS,3000.0,4000.0,186.76546027397262
1984,historical,CHU_TALAS,3000.0,4000.0,259.29208196721316
1985,historical,CHU_TALAS,3000.0,4000.0,140.06038630136982
1986,historical,CHU_TALAS,3000.0,4000.0,193.63226027397266
1987,historical,CHU_TALAS,3000.0,4000.0,188.04582739726038
1988,historical,CHU_TALAS,3000.0,4000.0,231.8829836065574
1989,historical,CHU_TALAS,3000.0,4000.0,178.78232054794526
1990,historical,CHU_TALAS,3000.0,4000.0,120.24547945205465
1991,historical,CHU_TALAS,3000.0,4000.0,154.18573424657527
1992,historical,CHU_TALAS,3000.0,4000.0,152.66944808743173
1993,historical,CHU_TALAS,3000.0,4000.0,175.27558630136986
1994,historical,CHU_TALAS,3000.0,4000.0,180.43661369863014
1995,historical,CHU_TALAS,3000.0,4000.0,145.74753424657533
1996,historical,CHU_TALAS,3000.0,4000.0,147.60378961748634
1997,historical,CHU_TALAS,3000.0,4000.0,136.80489041095882
1998,historical,CHU_TALAS,3000.0,4000.0,189.1945506849315
1999,historical,CHU_TALAS,3000.0,4000.0,164.42537534246574
2000,historical,CHU_TALAS,3000.0,4000.0,183.4187131147541
2001,historical,CHU_TALAS,3000.0,4000.0,245.13963561643817
2002,historical,CHU_TALAS,3000.0,4000.0,176.59922739726025
2003,historical,CHU_TALAS,3000.0,4000.0,162.55990958904113
2004,historical,CHU_TALAS,3000.0,4000.0,113.69111475409846
2005,historical,CHU_TALAS,3000.0,4000.0,85.3050465753425
2006,historical,CHU_TALAS,3000.0,4000.0,196.67209589041073
2007,historical,CHU_TALAS,3000.0,4000.0,203.69559178082181
2008,historical,CHU_TALAS,3000.0,4000.0,149.9218797814208
2009,historical,CHU_TALAS,3000.0,4000.0,178.12695890410947
2010,historical,CHU_TALAS,3000.0,4000.0,168.51469041095885
2011,historical,CHU_TALAS,3000.0,4000.0,157.35047945205469
2012,historical,CHU_TALAS,3000.0,4000.0,216.19639890710383
2013,historical,CHU_TALAS,3000.0,4000.0,145.72344657534245
2014,historical,CHU_TALAS,3000.0,4000.0,182.91301369863027
1981,historical,ISSYKUL,2000.0,3000.0,67.93443013698626
1982,historical,ISSYKUL,2000.0,3000.0,131.55165479452057
1983,historical,ISSYKUL,2000.0,3000.0,89.53542739726025
1984,historical,ISSYKUL,2000.0,3000.0,134.49875956284154
1985,historical,ISSYKUL,2000.0,3000.0,75.12544931506851
1986,historical,ISSYKUL,2000.0,3000.0,118.94325205479447
1987,historical,ISSYKUL,2000.0,3000.0,120.44471506849312
1988,historical,ISSYKUL,2000.0,3000.0,129.4517759562842
1989,historical,ISSYKUL,2000.0,3000.0,105.99792328767124
1990,historical,ISSYKUL,2000.0,3000.0,55.2073479452055
1991,historical,ISSYKUL,2000.0,3000.0,102.6235232876711
1992,historical,ISSYKUL,2000.0,3000.0,87.01851092896169
1993,historical,ISSYKUL,2000.0,3000.0,85.15894794520551
1994,historical,ISSYKUL,2000.0,3000.0,95.89592328767122
1995,historical,ISSYKUL,2000.0,3000.0,89.36928219178074
1996,historical,ISSYKUL,2000.0,3000.0,92.19807377049177
1997,historical,ISSYKUL,2000.0,3000.0,71.5130602739726
1998,historical,ISSYKUL,2000.0,3000.0,65.83930958904112
1999,historical,ISSYKUL,2000.0,3000.0,80.91443561643835
2000,historical,ISSYKUL,2000.0,3000.0,117.40130327868856
2001,historical,ISSYKUL,2000.0,3000.0,163.97430958904113
2002,historical,ISSYKUL,2000.0,3000.0,129.57045753424646
2003,historical,ISSYKUL,2000.0,3000.0,89.58134246575344
2004,historical,ISSYKUL,2000.0,3000.0,46.834166666666675
2005,historical,ISSYKUL,2000.0,3000.0,44.88441643835619
2006,historical,ISSYKUL,2000.0,3000.0,135.95800547945208
2007,historical,ISSYKUL,2000.0,3000.0,161.43158630136972
2008,historical,ISSYKUL,2000.0,3000.0,103.1250245901639
2009,historical,ISSYKUL,2000.0,3000.0,77.70799452054793
2010,historical,ISSYKUL,2000.0,3000.0,69.62064931506853
2011,historical,ISSYKUL,2000.0,3000.0,89.87826849315069
2012,historical,ISSYKUL,2000.0,3000.0,97.15272677595638
2013,historical,ISSYKUL,2000.0,3000.0,83.84287123287672
2014,historical,ISSYKUL,2000.0,3000.0,87.90814794520554
1981,historical,ISSYKUL,3000.0,4000.0,171.8297570776255
1982,historical,ISSYKUL,3000.0,4000.0,289.9304228310501
1983,historical,ISSYKUL,3000.0,4000.0,191.7630337899543
1984,historical,ISSYKUL,3000.0,4000.0,231.01156830601096
1985,historical,ISSYKUL,3000.0,4000.0,105.27528493150686
1986,historical,ISSYKUL,3000.0,4000.0,188.7465598173516
1987,historical,ISSYKUL,3000.0,4000.0,177.41362739726023
1988,historical,ISSYKUL,3000.0,4000.0,229.11061293260482
1989,historical,ISSYKUL,3000.0,4000.0,188.8404328767123
1990,historical,ISSYKUL,3000.0,4000.0,149.8927863013699
1991,historical,ISSYKUL,3000.0,4000.0,148.0062246575343
1992,historical,ISSYKUL,3000.0,4000.0,110.85496174863381
1993,historical,ISSYKUL,3000.0,4000.0,185.07806301369862
1994,historical,ISSYKUL,3000.0,4000.0,184.96318812785378
1995,historical,ISSYKUL,3000.0,4000.0,214.37035890410962
1996,historical,ISSYKUL,3000.0,4000.0,180.57057468123867
1997,historical,ISSYKUL,3000.0,4000.0,148.41126301369866
1998,historical,ISSYKUL,3000.0,4000.0,233.7682200913241
1999,historical,ISSYKUL,3000.0,4000.0,184.22477990867583
2000,historical,ISSYKUL,3000.0,4000.0,207.40480783242256
2001,historical,ISSYKUL,3000.0,4000.0,275.9413789954338
2002,historical,ISSYKUL,3000.0,4000.0,180.13637990867582
2003,historical,ISSYKUL,3000.0,4000.0,141.36797260273963
2004,historical,ISSYKUL,3000.0,4000.0,158.2041684881603
2005,historical,ISSYKUL,3000.0,4000.0,111.9449333333334
2006,historical,ISSYKUL,3000.0,4000.0,176.83117899543376
2007,historical,ISSYKUL,3000.0,4000.0,213.5807753424659
2008,historical,ISSYKUL,3000.0,4000.0,170.35947540983602
2009,historical,ISSYKUL,3000.0,4000.0,220.5964420091324
2010,historical,ISSYKUL,3000.0,4000.0,194.93203561643836
2011,historical,ISSYKUL,3000.0,4000.0,176.3718420091324
2012,historical,ISSYKUL,3000.0,4000.0,226.7657449908926
2013,historical,ISSYKUL,3000.0,4000.0,151.98452602739732
2014,historical,ISSYKUL,3000.0,4000.0,170.49451689497718
1981,historical,MURGHAB_HARIRUD,0.0,1000.0,0.3020392694063927
1982,historical,MURGHAB_HARIRUD,0.0,1000.0,0.0555013698630137
1983,historical,MURGHAB_HARIRUD,0.0,1000.0,0.016761643835616444
1984,historical,MURGHAB_HARIRUD,0.0,1000.0,0.09029751062537948
1985,historical,MURGHAB_HARIRUD,0.0,1000.0,0.028922070015220694
